mode,process_id,workload_name,algorithm,allocation_policy,memory_frames,repetition_id,duration_ns,metadata,duration_ms
shared,0,high_locality,FIFO,ProportionalAllocation,158,3,404400,{'interleave': 'random'},0.4044
shared,1,streaming,FIFO,ProportionalAllocation,158,3,522100,{'interleave': 'random'},0.5221
shared_total,,mixed,FIFO,ProportionalAllocation,158,4,1184600,{'interleave': 'random'},1.1846
shared,0,high_locality,FIFO,ProportionalAllocation,158,4,362600,{'interleave': 'random'},0.3626
shared,1,streaming,FIFO,ProportionalAllocation,158,4,501900,{'interleave': 'random'},0.5019
shared_total,,mixed,FIFO,ProportionalAllocation,158,5,1214200,{'interleave': 'random'},1.2142
shared,0,high_locality,FIFO,ProportionalAllocation,158,5,373000,{'interleave': 'random'},0.373
shared,1,streaming,FIFO,ProportionalAllocation,158,5,509900,{'interleave': 'random'},0.5099
shared_total,,mixed,FIFO,ProportionalAllocation,158,6,1191400,{'interleave': 'random'},1.1914
shared,0,high_locality,FIFO,ProportionalAllocation,158,6,375200,{'interleave': 'random'},0.3752
shared,1,streaming,FIFO,ProportionalAllocation,158,6,491800,{'interleave': 'random'},0.4918
shared_total,,mixed,FIFO,ProportionalAllocation,158,7,1166300,{'interleave': 'random'},1.1663
shared,0,high_locality,FIFO,ProportionalAllocation,158,7,375300,{'interleave': 'random'},0.3753
shared,1,streaming,FIFO,ProportionalAllocation,158,7,463300,{'interleave': 'random'},0.4633
shared_total,,mixed,FIFO,ProportionalAllocation,158,8,1333300,{'interleave': 'random'},1.3333
shared,0,high_locality,FIFO,ProportionalAllocation,158,8,415100,{'interleave': 'random'},0.4151
shared,1,streaming,FIFO,ProportionalAllocation,158,8,568000,{'interleave': 'random'},0.568
shared_total,,mixed,FIFO,ProportionalAllocation,158,9,1513700,{'interleave': 'random'},1.5137
shared,0,high_locality,FIFO,ProportionalAllocation,158,9,492300,{'interleave': 'random'},0.4923
shared,1,streaming,FIFO,ProportionalAllocation,158,9,622500,{'interleave': 'random'},0.6225
shared_total,,mixed,LRU,GlobalAllocation,158,0,1803500,{'interleave': 'random'},1.8035
shared,0,high_locality,LRU,GlobalAllocation,158,0,683100,{'interleave': 'random'},0.6831
shared,1,streaming,LRU,GlobalAllocation,158,0,790300,{'interleave': 'random'},0.7903
shared_total,,mixed,LRU,GlobalAllocation,158,1,1853300,{'interleave': 'random'},1.8533
shared,0,high_locality,LRU,GlobalAllocation,158,1,692400,{'interleave': 'random'},0.6924
shared,1,streaming,LRU,GlobalAllocation,158,1,817500,{'interleave': 'random'},0.8175
shared_total,,mixed,LRU,GlobalAllocation,158,2,1855300,{'interleave': 'random'},1.8553
shared,0,high_locality,LRU,GlobalAllocation,158,2,702400,{'interleave': 'random'},0.7024
shared,1,streaming,LRU,GlobalAllocation,158,2,817600,{'interleave': 'random'},0.8176
shared_total,,mixed,LRU,GlobalAllocation,158,3,1807700,{'interleave': 'random'},1.8077
shared,0,high_locality,LRU,GlobalAllocation,158,3,703600,{'interleave': 'random'},0.7036
shared,1,streaming,LRU,GlobalAllocation,158,3,776900,{'interleave': 'random'},0.7769
shared_total,,mixed,LRU,GlobalAllocation,158,4,1863400,{'interleave': 'random'},1.8634
shared,0,high_locality,LRU,GlobalAllocation,158,4,702100,{'interleave': 'random'},0.7021
shared,1,streaming,LRU,GlobalAllocation,158,4,825400,{'interleave': 'random'},0.8254
shared_total,,mixed,LRU,GlobalAllocation,158,5,1812700,{'interleave': 'random'},1.8127
shared,0,high_locality,LRU,GlobalAllocation,158,5,684900,{'interleave': 'random'},0.6849
shared,1,streaming,LRU,GlobalAllocation,158,5,792300,{'interleave': 'random'},0.7923
shared_total,,mixed,LRU,GlobalAllocation,158,6,1822200,{'interleave': 'random'},1.8222
shared,0,high_locality,LRU,GlobalAllocation,158,6,700300,{'interleave': 'random'},0.7003
shared,1,streaming,LRU,GlobalAllocation,158,6,790800,{'interleave': 'random'},0.7908
shared_total,,mixed,LRU,GlobalAllocation,158,7,1851400,{'interleave': 'random'},1.8514
shared,0,high_locality,LRU,GlobalAllocation,158,7,696100,{'interleave': 'random'},0.6961
shared,1,streaming,LRU,GlobalAllocation,158,7,821700,{'interleave': 'random'},0.8217
shared_total,,mixed,LRU,GlobalAllocation,158,8,1783600,{'interleave': 'random'},1.7836
shared,0,high_locality,LRU,GlobalAllocation,158,8,664400,{'interleave': 'random'},0.6644
shared,1,streaming,LRU,GlobalAllocation,158,8,776300,{'interleave': 'random'},0.7763
shared_total,,mixed,LRU,GlobalAllocation,158,9,1833900,{'interleave': 'random'},1.8339
shared,0,high_locality,LRU,GlobalAllocation,158,9,702800,{'interleave': 'random'},0.7028
shared,1,streaming,LRU,GlobalAllocation,158,9,788600,{'interleave': 'random'},0.7886
shared_total,,mixed,LRU,LocalAllocation,158,0,1662500,{'interleave': 'random'},1.6625
shared,0,high_locality,LRU,LocalAllocation,158,0,507600,{'interleave': 'random'},0.5076
shared,1,streaming,LRU,LocalAllocation,158,0,814400,{'interleave': 'random'},0.8144
shared_total,,mixed,LRU,LocalAllocation,158,1,1624900,{'interleave': 'random'},1.6249
shared,0,high_locality,LRU,LocalAllocation,158,1,496600,{'interleave': 'random'},0.4966
shared,1,streaming,LRU,LocalAllocation,158,1,785000,{'interleave': 'random'},0.785
shared_total,,mixed,LRU,LocalAllocation,158,2,1621900,{'interleave': 'random'},1.6219
shared,0,high_locality,LRU,LocalAllocation,158,2,507500,{'interleave': 'random'},0.5075
shared,1,streaming,LRU,LocalAllocation,158,2,781000,{'interleave': 'random'},0.781
shared_total,,mixed,LRU,LocalAllocation,158,3,1612600,{'interleave': 'random'},1.6126
shared,0,high_locality,LRU,LocalAllocation,158,3,497500,{'interleave': 'random'},0.4975
shared,1,streaming,LRU,LocalAllocation,158,3,775000,{'interleave': 'random'},0.775
shared_total,,mixed,LRU,LocalAllocation,158,4,1625100,{'interleave': 'random'},1.6251
shared,0,high_locality,LRU,LocalAllocation,158,4,498900,{'interleave': 'random'},0.4989
shared,1,streaming,LRU,LocalAllocation,158,4,789800,{'interleave': 'random'},0.7898
shared_total,,mixed,LRU,LocalAllocation,158,5,1647000,{'interleave': 'random'},1.647
shared,0,high_locality,LRU,LocalAllocation,158,5,510900,{'interleave': 'random'},0.5109
shared,1,streaming,LRU,LocalAllocation,158,5,800100,{'interleave': 'random'},0.8001
shared_total,,mixed,LRU,LocalAllocation,158,6,2598800,{'interleave': 'random'},2.5988
shared,0,high_locality,LRU,LocalAllocation,158,6,844700,{'interleave': 'random'},0.8447
shared,1,streaming,LRU,LocalAllocation,158,6,1234900,{'interleave': 'random'},1.2349
shared_total,,mixed,LRU,LocalAllocation,158,7,1644500,{'interleave': 'random'},1.6445
shared,0,high_locality,LRU,LocalAllocation,158,7,508200,{'interleave': 'random'},0.5082
shared,1,streaming,LRU,LocalAllocation,158,7,795800,{'interleave': 'random'},0.7958
shared_total,,mixed,LRU,LocalAllocation,158,8,1614800,{'interleave': 'random'},1.6148
shared,0,high_locality,LRU,LocalAllocation,158,8,491700,{'interleave': 'random'},0.4917
shared,1,streaming,LRU,LocalAllocation,158,8,788700,{'interleave': 'random'},0.7887
shared_total,,mixed,LRU,LocalAllocation,158,9,1641500,{'interleave': 'random'},1.6415
shared,0,high_locality,LRU,LocalAllocation,158,9,529400,{'interleave': 'random'},0.5294
shared,1,streaming,LRU,LocalAllocation,158,9,779300,{'interleave': 'random'},0.7793
shared_total,,mixed,LRU,ProportionalAllocation,158,0,1966000,{'interleave': 'random'},1.966
shared,0,high_locality,LRU,ProportionalAllocation,158,0,654000,{'interleave': 'random'},0.654
shared,1,streaming,LRU,ProportionalAllocation,158,0,891300,{'interleave': 'random'},0.8913
shared_total,,mixed,LRU,ProportionalAllocation,158,1,1536100,{'interleave': 'random'},1.5361
shared,0,high_locality,LRU,ProportionalAllocation,158,1,513300,{'interleave': 'random'},0.5133
shared,1,streaming,LRU,ProportionalAllocation,158,1,684600,{'interleave': 'random'},0.6846
shared_total,,mixed,LRU,ProportionalAllocation,158,2,1510100,{'interleave': 'random'},1.5101
shared,0,high_locality,LRU,ProportionalAllocation,158,2,512400,{'interleave': 'random'},0.5124
shared,1,streaming,LRU,ProportionalAllocation,158,2,662400,{'interleave': 'random'},0.6624
shared_total,,mixed,LRU,ProportionalAllocation,158,3,1555700,{'interleave': 'random'},1.5557
shared,0,high_locality,LRU,ProportionalAllocation,158,3,524200,{'interleave': 'random'},0.5242
shared,1,streaming,LRU,ProportionalAllocation,158,3,707800,{'interleave': 'random'},0.7078
shared_total,,mixed,LRU,ProportionalAllocation,158,4,1499800,{'interleave': 'random'},1.4998
shared,0,high_locality,LRU,ProportionalAllocation,158,4,498800,{'interleave': 'random'},0.4988
shared,1,streaming,LRU,ProportionalAllocation,158,4,663300,{'interleave': 'random'},0.6633
shared_total,,mixed,LRU,ProportionalAllocation,158,5,1520400,{'interleave': 'random'},1.5204
shared,0,high_locality,LRU,ProportionalAllocation,158,5,496800,{'interleave': 'random'},0.4968
shared,1,streaming,LRU,ProportionalAllocation,158,5,682600,{'interleave': 'random'},0.6826
shared_total,,mixed,LRU,ProportionalAllocation,158,6,1526900,{'interleave': 'random'},1.5269
shared,0,high_locality,LRU,ProportionalAllocation,158,6,520300,{'interleave': 'random'},0.5203
shared,1,streaming,LRU,ProportionalAllocation,158,6,675200,{'interleave': 'random'},0.6752
shared_total,,mixed,LRU,ProportionalAllocation,158,7,1499900,{'interleave': 'random'},1.4999
shared,0,high_locality,LRU,ProportionalAllocation,158,7,507400,{'interleave': 'random'},0.5074
shared,1,streaming,LRU,ProportionalAllocation,158,7,652800,{'interleave': 'random'},0.6528
shared_total,,mixed,LRU,ProportionalAllocation,158,8,1510800,{'interleave': 'random'},1.5108
shared,0,high_locality,LRU,ProportionalAllocation,158,8,514400,{'interleave': 'random'},0.5144
shared,1,streaming,LRU,ProportionalAllocation,158,8,656100,{'interleave': 'random'},0.6561
shared_total,,mixed,LRU,ProportionalAllocation,158,9,1536000,{'interleave': 'random'},1.536
shared,0,high_locality,LRU,ProportionalAllocation,158,9,528900,{'interleave': 'random'},0.5289
shared,1,streaming,LRU,ProportionalAllocation,158,9,681700,{'interleave': 'random'},0.6817
shared_total,,mixed,NRU,GlobalAllocation,158,0,4963700,{'interleave': 'random'},4.9637
shared,0,high_locality,NRU,GlobalAllocation,158,0,1971000,{'interleave': 'random'},1.971
shared,1,streaming,NRU,GlobalAllocation,158,0,2624200,{'interleave': 'random'},2.6242
shared_total,,mixed,NRU,GlobalAllocation,158,1,4712200,{'interleave': 'random'},4.7122
shared,0,high_locality,NRU,GlobalAllocation,158,1,2003600,{'interleave': 'random'},2.0036
shared,1,streaming,NRU,GlobalAllocation,158,1,2345600,{'interleave': 'random'},2.3456
shared_total,,mixed,NRU,GlobalAllocation,158,2,4435700,{'interleave': 'random'},4.4357
shared,0,high_locality,NRU,GlobalAllocation,158,2,1805200,{'interleave': 'random'},1.8052
shared,1,streaming,NRU,GlobalAllocation,158,2,2305700,{'interleave': 'random'},2.3057
shared_total,,mixed,NRU,GlobalAllocation,158,3,4365000,{'interleave': 'random'},4.365
shared,0,high_locality,NRU,GlobalAllocation,158,3,1879600,{'interleave': 'random'},1.8796
shared,1,streaming,NRU,GlobalAllocation,158,3,2144500,{'interleave': 'random'},2.1445
shared_total,,mixed,NRU,GlobalAllocation,158,4,9559000,{'interleave': 'random'},9.559
shared,0,high_locality,NRU,GlobalAllocation,158,4,3176500,{'interleave': 'random'},3.1765
shared,1,streaming,NRU,GlobalAllocation,158,4,5752700,{'interleave': 'random'},5.7527
shared_total,,mixed,NRU,GlobalAllocation,158,5,4658000,{'interleave': 'random'},4.658
shared,0,high_locality,NRU,GlobalAllocation,158,5,1960200,{'interleave': 'random'},1.9602
shared,1,streaming,NRU,GlobalAllocation,158,5,2358600,{'interleave': 'random'},2.3586
shared_total,,mixed,NRU,GlobalAllocation,158,6,4769100,{'interleave': 'random'},4.7691
shared,0,high_locality,NRU,GlobalAllocation,158,6,1916700,{'interleave': 'random'},1.9167
shared,1,streaming,NRU,GlobalAllocation,158,6,2517400,{'interleave': 'random'},2.5174
shared_total,,mixed,NRU,GlobalAllocation,158,7,4988900,{'interleave': 'random'},4.9889
shared,0,high_locality,NRU,GlobalAllocation,158,7,2060200,{'interleave': 'random'},2.0602
shared,1,streaming,NRU,GlobalAllocation,158,7,2583000,{'interleave': 'random'},2.583
shared_total,,mixed,NRU,GlobalAllocation,158,8,4756000,{'interleave': 'random'},4.756
shared,0,high_locality,NRU,GlobalAllocation,158,8,1796000,{'interleave': 'random'},1.796
shared,1,streaming,NRU,GlobalAllocation,158,8,2623500,{'interleave': 'random'},2.6235
shared_total,,mixed,NRU,GlobalAllocation,158,9,4318400,{'interleave': 'random'},4.3184
shared,0,high_locality,NRU,GlobalAllocation,158,9,1914000,{'interleave': 'random'},1.914
shared,1,streaming,NRU,GlobalAllocation,158,9,2072700,{'interleave': 'random'},2.0727
shared_total,,mixed,NRU,LocalAllocation,158,0,4645300,{'interleave': 'random'},4.6453
shared,0,high_locality,NRU,LocalAllocation,158,0,623000,{'interleave': 'random'},0.623
shared,1,streaming,NRU,LocalAllocation,158,0,3668100,{'interleave': 'random'},3.6681
shared_total,,mixed,NRU,LocalAllocation,158,1,4549000,{'interleave': 'random'},4.549
shared,0,high_locality,NRU,LocalAllocation,158,1,642300,{'interleave': 'random'},0.6423
shared,1,streaming,NRU,LocalAllocation,158,1,3552800,{'interleave': 'random'},3.5528
shared_total,,mixed,NRU,LocalAllocation,158,2,4677900,{'interleave': 'random'},4.6779
shared,0,high_locality,NRU,LocalAllocation,158,2,687300,{'interleave': 'random'},0.6873
shared,1,streaming,NRU,LocalAllocation,158,2,3646100,{'interleave': 'random'},3.6461
shared_total,,mixed,NRU,LocalAllocation,158,3,4730900,{'interleave': 'random'},4.7309
shared,0,high_locality,NRU,LocalAllocation,158,3,691300,{'interleave': 'random'},0.6913
shared,1,streaming,NRU,LocalAllocation,158,3,3678900,{'interleave': 'random'},3.6789
shared_total,,mixed,NRU,LocalAllocation,158,4,5373700,{'interleave': 'random'},5.3737
shared,0,high_locality,NRU,LocalAllocation,158,4,685600,{'interleave': 'random'},0.6856
shared,1,streaming,NRU,LocalAllocation,158,4,4263800,{'interleave': 'random'},4.2638
shared_total,,mixed,NRU,LocalAllocation,158,5,4750000,{'interleave': 'random'},4.75
shared,0,high_locality,NRU,LocalAllocation,158,5,640400,{'interleave': 'random'},0.6404
shared,1,streaming,NRU,LocalAllocation,158,5,3758700,{'interleave': 'random'},3.7587
shared_total,,mixed,NRU,LocalAllocation,158,6,4735500,{'interleave': 'random'},4.7355
shared,0,high_locality,NRU,LocalAllocation,158,6,644200,{'interleave': 'random'},0.6442
shared,1,streaming,NRU,LocalAllocation,158,6,3754700,{'interleave': 'random'},3.7547
shared_total,,mixed,NRU,LocalAllocation,158,7,5215900,{'interleave': 'random'},5.2159
shared,0,high_locality,NRU,LocalAllocation,158,7,728300,{'interleave': 'random'},0.7283
shared,1,streaming,NRU,LocalAllocation,158,7,4124900,{'interleave': 'random'},4.1249
shared_total,,mixed,NRU,LocalAllocation,158,8,9436900,{'interleave': 'random'},9.4369
shared,0,high_locality,NRU,LocalAllocation,158,8,3544600,{'interleave': 'random'},3.5446
shared,1,streaming,NRU,LocalAllocation,158,8,5410100,{'interleave': 'random'},5.4101
shared_total,,mixed,NRU,LocalAllocation,158,9,4399300,{'interleave': 'random'},4.3993
shared,0,high_locality,NRU,LocalAllocation,158,9,635100,{'interleave': 'random'},0.6351
shared,1,streaming,NRU,LocalAllocation,158,9,3420700,{'interleave': 'random'},3.4207
shared_total,,mixed,NRU,ProportionalAllocation,158,0,4053600,{'interleave': 'random'},4.0536
shared,0,high_locality,NRU,ProportionalAllocation,158,0,800900,{'interleave': 'random'},0.8009
shared,1,streaming,NRU,ProportionalAllocation,158,0,2898000,{'interleave': 'random'},2.898
shared_total,,mixed,NRU,ProportionalAllocation,158,1,4035700,{'interleave': 'random'},4.0357
shared,0,high_locality,NRU,ProportionalAllocation,158,1,898300,{'interleave': 'random'},0.8983
shared,1,streaming,NRU,ProportionalAllocation,158,1,2785600,{'interleave': 'random'},2.7856
shared_total,,mixed,NRU,ProportionalAllocation,158,2,3765900,{'interleave': 'random'},3.7659
shared,0,high_locality,NRU,ProportionalAllocation,158,2,835100,{'interleave': 'random'},0.8351
shared,1,streaming,NRU,ProportionalAllocation,158,2,2584300,{'interleave': 'random'},2.5843
shared_total,,mixed,NRU,ProportionalAllocation,158,3,4219400,{'interleave': 'random'},4.2194
shared,0,high_locality,NRU,ProportionalAllocation,158,3,808700,{'interleave': 'random'},0.8087
shared,1,streaming,NRU,ProportionalAllocation,158,3,3058100,{'interleave': 'random'},3.0581
shared_total,,mixed,NRU,ProportionalAllocation,158,4,4182900,{'interleave': 'random'},4.1829
shared,0,high_locality,NRU,ProportionalAllocation,158,4,650200,{'interleave': 'random'},0.6502
shared,1,streaming,NRU,ProportionalAllocation,158,4,3185300,{'interleave': 'random'},3.1853
shared_total,,mixed,NRU,ProportionalAllocation,158,5,4439500,{'interleave': 'random'},4.4395
shared,0,high_locality,NRU,ProportionalAllocation,158,5,849200,{'interleave': 'random'},0.8492
shared,1,streaming,NRU,ProportionalAllocation,158,5,3220500,{'interleave': 'random'},3.2205
shared_total,,mixed,NRU,ProportionalAllocation,158,6,3922500,{'interleave': 'random'},3.9225
shared,0,high_locality,NRU,ProportionalAllocation,158,6,772200,{'interleave': 'random'},0.7722
shared,1,streaming,NRU,ProportionalAllocation,158,6,2804400,{'interleave': 'random'},2.8044
shared_total,,mixed,NRU,ProportionalAllocation,158,7,4006200,{'interleave': 'random'},4.0062
shared,0,high_locality,NRU,ProportionalAllocation,158,7,810000,{'interleave': 'random'},0.81
shared,1,streaming,NRU,ProportionalAllocation,158,7,2845400,{'interleave': 'random'},2.8454
shared_total,,mixed,NRU,ProportionalAllocation,158,8,4040000,{'interleave': 'random'},4.04
shared,0,high_locality,NRU,ProportionalAllocation,158,8,749700,{'interleave': 'random'},0.7497
shared,1,streaming,NRU,ProportionalAllocation,158,8,2947400,{'interleave': 'random'},2.9474
shared_total,,mixed,NRU,ProportionalAllocation,158,9,3566600,{'interleave': 'random'},3.5666
shared,0,high_locality,NRU,ProportionalAllocation,158,9,729600,{'interleave': 'random'},0.7296
shared,1,streaming,NRU,ProportionalAllocation,158,9,2497100,{'interleave': 'random'},2.4971
shared_total,,mixed,SecondChance,GlobalAllocation,158,0,2055500,{'interleave': 'random'},2.0555
shared,0,high_locality,SecondChance,GlobalAllocation,158,0,818700,{'interleave': 'random'},0.8187
shared,1,streaming,SecondChance,GlobalAllocation,158,0,905700,{'interleave': 'random'},0.9057
shared_total,,mixed,SecondChance,GlobalAllocation,158,1,1994800,{'interleave': 'random'},1.9948
shared,0,high_locality,SecondChance,GlobalAllocation,158,1,791800,{'interleave': 'random'},0.7918
shared,1,streaming,SecondChance,GlobalAllocation,158,1,863800,{'interleave': 'random'},0.8638
shared_total,,mixed,SecondChance,GlobalAllocation,158,2,2005200,{'interleave': 'random'},2.0052
shared,0,high_locality,SecondChance,GlobalAllocation,158,2,797600,{'interleave': 'random'},0.7976
shared,1,streaming,SecondChance,GlobalAllocation,158,2,882200,{'interleave': 'random'},0.8822
shared_total,,mixed,SecondChance,GlobalAllocation,158,3,2688400,{'interleave': 'random'},2.6884
shared,0,high_locality,SecondChance,GlobalAllocation,158,3,1076500,{'interleave': 'random'},1.0765
shared,1,streaming,SecondChance,GlobalAllocation,158,3,1138400,{'interleave': 'random'},1.1384
shared_total,,mixed,SecondChance,GlobalAllocation,158,4,2036700,{'interleave': 'random'},2.0367
shared,0,high_locality,SecondChance,GlobalAllocation,158,4,792300,{'interleave': 'random'},0.7923
shared,1,streaming,SecondChance,GlobalAllocation,158,4,909000,{'interleave': 'random'},0.909
shared_total,,mixed,SecondChance,GlobalAllocation,158,5,1995300,{'interleave': 'random'},1.9953
shared,0,high_locality,SecondChance,GlobalAllocation,158,5,782100,{'interleave': 'random'},0.7821
shared,1,streaming,SecondChance,GlobalAllocation,158,5,884600,{'interleave': 'random'},0.8846
shared_total,,mixed,SecondChance,GlobalAllocation,158,6,2009700,{'interleave': 'random'},2.0097
shared,0,high_locality,SecondChance,GlobalAllocation,158,6,808300,{'interleave': 'random'},0.8083
shared,1,streaming,SecondChance,GlobalAllocation,158,6,872400,{'interleave': 'random'},0.8724
shared_total,,mixed,SecondChance,GlobalAllocation,158,7,2052900,{'interleave': 'random'},2.0529
shared,0,high_locality,SecondChance,GlobalAllocation,158,7,806500,{'interleave': 'random'},0.8065
shared,1,streaming,SecondChance,GlobalAllocation,158,7,918500,{'interleave': 'random'},0.9185
shared_total,,mixed,SecondChance,GlobalAllocation,158,8,1965900,{'interleave': 'random'},1.9659
shared,0,high_locality,SecondChance,GlobalAllocation,158,8,787100,{'interleave': 'random'},0.7871
shared,1,streaming,SecondChance,GlobalAllocation,158,8,854700,{'interleave': 'random'},0.8547
shared_total,,mixed,SecondChance,GlobalAllocation,158,9,2618500,{'interleave': 'random'},2.6185
